x,y,z
-0.38250468,0.238615741,0.238012607
-0.439846137,-0.16831905,0.134636302
-0.37867081,0.10645731,0.264175644
-0.45029688,0.10772024,0.161397401
-0.335647012,0.211580077,0.31718855
-0.313336851,-0.271117783,0.054841604
-0.372819322,0.227982287,0.201626603
-0.427486325,-0.147754008,0.180748852
-0.414571238,-0.198453274,0.202104923
-0.411923697,-0.165062531,0.067444088
-0.371702631,-0.100420107,0.101533401
-0.141712594,-0.414873872,0.108245066
-0.258958685,-0.35622172,0.090809144
-0.369167992,-0.292388988,0.257689551
-0.445538315,-0.12345556,0.106220293
-0.318194674,0.303091223,0.198610822
-0.27668229,-0.378734091,0.181287392
-0.242455039,-0.362511243,0.066124895
-0.290195043,-0.334296833,0.272247483
-0.254739101,-0.37844304,0.23944887
-0.35001125,-0.165253293,0.434116931
-0.387748815,0.165897645,0.310864767
-0.38596593,-0.195877093,0.352420689
-0.388605261,0.148267343,0.085832219
-0.37795311,-0.285915172,0.215110662
-0.441372987,0.135413226,0.217478456
-0.361883446,0.064491231,0.45362042
-0.414160566,0.138790303,0.076310209
-0.277177898,0.387922775,0.209353976
-0.438782414,-0.133550513,0.296013956
-0.390571616,0.154508781,0.352050711
-0.283329806,-0.374228334,0.243049305
-0.37640321,-0.200242726,0.121289177
-0.366204271,0.190865356,0.331563186
-0.179275423,0.420860531,0.096837259
-0.318269536,-0.09078588,0.512250645
-0.25528533,-0.338858164,0.085565808
-0.304673319,-0.310469812,0.302595285
-0.333440789,-0.263091635,0.295550216
-0.408658865,0.19011055,0.171580185
-0.314209915,0.331680975,0.263476293
-0.391606816,-0.139358422,0.397402915
-0.326530138,0.138322081,0.232946033
-0.429924014,-0.14205331,0.247379953
-0.393870853,-0.076361491,0.301430284
-0.313355475,0.11569251,0.48995957
-0.454611137,0.125100713,0.106868017
-0.353881365,-0.313453153,0.158300263
-0.410735253,-0.128683284,0.357798382
-0.391042119,0.068625175,0.240893374
-0.198735622,-0.427958071,0.114255015
-0.438362191,0.090427255,0.252961403
-0.420399537,0.195536975,0.095433577
-0.367419054,0.109801811,0.413840143
-0.305681883,-0.182478773,0.05321524
-0.336292279,-0.258796463,0.369966825
-0.366394897,-0.111825942,0.413013522
-0.315130371,0.214229975,0.340231331
-0.242793172,-0.397162478,0.20136548
-0.344638891,0.294179175,0.071470191
-0.077649377,-0.445093526,0.11897106
-0.301367643,-0.338887979,0.091122345
-0.324005736,0.095862762,0.475154603
-0.294454246,0.319285624,0.124417548
-0.461833023,0.128563217,0.189858754
-0.345611278,-0.261049397,0.328342849
-0.337190246,-0.329647783,0.207508008
-0.227630594,0.028568972,0.107871009
-0.458741366,0.074244529,0.158195046
-0.14246407,-0.428376908,0.165835131
-0.361941423,0.265906721,0.312705233
-0.398316636,-0.128746567,0.128403874
-0.468177022,-0.071793644,0.21880825
-0.43270194,0.173021413,0.074199433
-0.384073694,-0.235005515,0.292173008
-0.31044926,0.306485458,0.100765657
-0.386147217,-0.197578935,0.189691045
-0.367746442,-0.125923314,0.348021513
-0.440626065,-0.129778512,0.153722144
-0.409185964,0.189841664,0.261840015
-0.36958218,0.077710609,0.103559878
-0.07451,-0.441841856,0.17468798
-0.417195385,-0.072128212,0.108105798
-0.152251987,0.429362907,0.068249075
-0.390187108,-0.24625759,0.245437098
-0.341123346,-0.141979354,0.433280836
-0.198846062,0.421824695,0.150198158
-0.365314476,0.161678327,0.422740577
-0.407684308,-0.167113429,0.261117879
-0.357641257,0.196491907,0.289648691
-0.114215101,0.430051991,0.050207496
-0.40218896,0.041810754,0.276738371
-0.290560989,-0.172070781,0.097227488
-0.15693598,-0.437037507,0.261761372
-0.354858763,-0.227691769,0.194373509
-0.376434414,-0.054665039,0.14557731
-0.330904766,0.172723773,0.416131617
-0.344491507,0.302451708,0.306142606
-0.390980727,-0.250051938,0.28803387
